user_id,checkin,atividade,post
135,2024-01-29,Corrida,0
697,2024-05-17,Caminhada,1
351,2024-01-02,Crossfit,1
140,2024-04-22,Caminhada,1
618,2023-09-12,Bike Indoor,0
133,2023-02-28,Corrida,0
620,2024-06-03,Meditação,0
178,2024-01-24,Crossfit,1
810,2024-08-10,Crossfit,1
358,2024-03-01,Caminhada,0
380,2024-08-12,Crossfit,1
908,2024-09-27,Corrida,1
871,2024-05-16,Bike Indoor,0
658,2024-06-07,Caminhada,0
450,2023-10-07,Caminhada,0
586,2023-02-14,Caminhada,1
463,2024-07-18,Caminhada,1
990,2023-06-30,Bike Indoor,0
108,2024-02-05,Caminhada,0
122,2024-01-09,Caminhada,0
17,2023-08-22,Meditação,0
196,2023-07-05,Meditação,1
327,2023-03-16,Bike Indoor,1
318,2024-08-13,Crossfit,0
809,2023-08-21,Caminhada,0
479,2023-06-17,Caminhada,0
252,2024-06-18,Caminhada,0
503,2024-02-11,Meditação,0
999,2023-08-18,Caminhada,1
119,2024-10-08,Crossfit,0
674,2023-10-20,Caminhada,0
710,2024-02-04,Corrida,1
498,2023-02-07,Meditação,1
486,2023-08-20,Meditação,0
45,2023-06-17,Crossfit,0
314,2023-10-12,Crossfit,0
179,2023-04-13,Bike Indoor,0
894,2023-05-25,Corrida,0
418,2024-10-21,Meditação,0
556,2024-01-01,Crossfit,0
783,2023-06-02,Meditação,1
78,2024-02-26,Crossfit,1
326,2023-11-15,Caminhada,0
690,2024-09-29,Caminhada,0
357,2024-04-29,Bike Indoor,0
416,2023-03-24,Caminhada,0
963,2024-06-16,Caminhada,0
515,2023-10-15,Meditação,1
214,2024-05-03,Bike Indoor,0
854,2023-09-25,Corrida,1
74,2024-09-24,Bike Indoor,0
563,2024-09-14,Crossfit,1
579,2023-03-20,Bike Indoor,1
509,2024-01-11,Caminhada,0
332,2024-08-19,Caminhada,1
93,2024-08-14,Bike Indoor,0
688,2023-05-31,Meditação,0
657,2023-01-15,Caminhada,0
519,2023-04-11,Meditação,1
269,2024-01-23,Bike Indoor,1
376,2023-02-04,Meditação,0
834,2023-12-17,Crossfit,1
4,2023-10-10,Crossfit,0
138,2024-09-28,Crossfit,1
231,2024-11-03,Corrida,0
600,2024-06-08,Caminhada,1
529,2023-06-14,Bike Indoor,0
52,2024-03-03,Corrida,0
646,2023-09-15,Bike Indoor,0
723,2024-03-18,Crossfit,0
325,2024-09-17,Meditação,1
992,2023-04-30,Bike Indoor,0
970,2023-03-10,Caminhada,0
905,2023-10-01,Corrida,1
731,2024-07-13,Crossfit,1
717,2023-11-18,Corrida,1
723,2023-12-28,Bike Indoor,1
277,2024-07-23,Caminhada,0
536,2024-08-12,Caminhada,0
486,2024-05-13,Corrida,1
516,2023-07-23,Meditação,0
152,2024-05-20,Caminhada,0
955,2024-09-06,Bike Indoor,1
483,2023-04-19,Meditação,1
259,2023-09-22,Bike Indoor,1
324,2024-01-23,Meditação,0
869,2024-02-20,Bike Indoor,0
168,2024-07-21,Corrida,0
688,2023-11-08,Caminhada,0
310,2023-09-09,Meditação,0
803,2024-08-06,Meditação,0
479,2024-10-14,Corrida,0
56,2024-01-23,Meditação,0
620,2024-11-22,Meditação,0
473,2023-07-22,Bike Indoor,0
296,2023-04-20,Meditação,0
461,2023-03-23,Corrida,0
324,2024-08-18,Corrida,0
814,2023-07-12,Bike Indoor,0
846,2023-05-19,Bike Indoor,0
141,2023-08-09,Caminhada,0
667,2023-07-08,Bike Indoor,1
262,2023-12-06,Crossfit,0
785,2024-04-22,Meditação,0
420,2024-02-26,Caminhada,0
744,2023-07-16,Corrida,0
241,2024-08-08,Meditação,0
355,2023-07-17,Bike Indoor,0
849,2023-11-20,Caminhada,0
770,2023-09-17,Meditação,1
761,2023-07-18,Crossfit,0
589,2023-05-17,Meditação,1
180,2023-12-12,Bike Indoor,0
66,2024-05-14,Caminhada,0
820,2023-06-24,Meditação,0
348,2024-05-03,Corrida,0
171,2024-04-13,Bike Indoor,0
474,2023-11-12,Corrida,1
534,2024-01-15,Corrida,0
367,2024-03-17,Corrida,0
107,2023-05-13,Corrida,0
439,2023-01-27,Caminhada,1
835,2023-09-14,Corrida,1
227,2024-07-16,Caminhada,0
444,2024-10-17,Caminhada,0
442,2023-12-22,Caminhada,0
396,2023-08-24,Meditação,1
728,2024-11-02,Bike Indoor,0
581,2023-12-25,Meditação,0
84,2023-09-28,Caminhada,1
615,2024-10-27,Meditação,0
551,2024-07-02,Meditação,0
13,2024-05-24,Crossfit,0
809,2024-03-14,Caminhada,0
825,2024-10-03,Caminhada,0
693,2024-08-10,Caminhada,1
493,2024-04-15,Meditação,1
268,2023-11-07,Bike Indoor,1
525,2023-08-05,Meditação,0
120,2024-09-02,Meditação,1
970,2023-11-08,Meditação,0
353,2023-08-18,Meditação,0
57,2024-09-12,Corrida,0
40,2023-12-06,Caminhada,0
886,2024-05-09,Crossfit,1
336,2023-06-13,Crossfit,1
640,2023-04-26,Caminhada,0
173,2023-03-12,Corrida,0
547,2023-02-22,Crossfit,1
259,2024-08-19,Bike Indoor,1
888,2023-12-08,Meditação,0
517,2024-08-10,Bike Indoor,0
730,2023-11-28,Caminhada,1
523,2023-03-20,Caminhada,0
894,2023-04-17,Crossfit,0
839,2023-03-23,Corrida,0
117,2023-07-21,Caminhada,1
184,2024-01-27,Crossfit,0
906,2023-08-18,Crossfit,1
874,2023-01-20,Caminhada,0
116,2023-11-19,Meditação,1
162,2024-04-12,Meditação,0
579,2024-11-20,Crossfit,1
712,2024-10-13,Crossfit,1
543,2023-11-06,Caminhada,0
587,2024-04-16,Bike Indoor,1
237,2024-08-14,Crossfit,0
839,2024-11-24,Crossfit,0
66,2023-03-15,Caminhada,0
70,2024-10-20,Bike Indoor,0
809,2024-10-15,Corrida,0
447,2024-03-11,Meditação,0
416,2024-04-06,Meditação,0
532,2023-05-30,Crossfit,0
441,2024-10-05,Caminhada,0
738,2023-11-11,Corrida,0
946,2024-11-04,Meditação,0
464,2023-09-07,Caminhada,1
921,2024-10-01,Caminhada,0
396,2023-10-01,Caminhada,0
711,2024-04-26,Caminhada,0
551,2023-03-23,Bike Indoor,0
657,2023-08-20,Caminhada,1
557,2023-01-31,Corrida,0
395,2023-03-25,Bike Indoor,0
326,2023-02-11,Meditação,0
893,2023-09-08,Meditação,1
919,2024-05-24,Bike Indoor,0
91,2024-01-22,Meditação,0
750,2024-08-19,Caminhada,0
70,2024-11-25,Corrida,0
166,2023-09-23,Meditação,1
642,2024-08-05,Caminhada,0
214,2023-01-22,Bike Indoor,0
852,2024-02-11,Bike Indoor,0
601,2023-03-17,Caminhada,1
335,2024-05-01,Crossfit,1
764,2024-11-10,Bike Indoor,0
369,2023-12-17,Bike Indoor,0
861,2023-08-28,Meditação,0
584,2023-02-20,Corrida,1
677,2024-04-20,Caminhada,0
49,2024-08-17,Bike Indoor,1
52,2024-08-24,Meditação,1
289,2024-06-08,Crossfit,0
790,2023-06-06,Caminhada,0
626,2023-07-18,Caminhada,0
239,2024-03-06,Crossfit,0
133,2024-10-27,Meditação,1
999,2023-04-28,Meditação,1
786,2024-10-24,Bike Indoor,0
166,2023-03-16,Crossfit,0
374,2024-01-02,Caminhada,0
373,2023-06-27,Caminhada,0
805,2023-04-18,Corrida,0
478,2024-11-19,Bike Indoor,1
755,2024-04-23,Meditação,1
479,2024-11-16,Crossfit,0
832,2023-04-03,Bike Indoor,0
650,2023-04-10,Caminhada,0
591,2023-06-30,Caminhada,0
682,2024-11-01,Meditação,0
635,2023-04-06,Corrida,0
688,2023-08-20,Caminhada,0
300,2023-09-08,Caminhada,0
82,2024-08-01,Corrida,1
87,2023-01-19,Caminhada,0
225,2023-10-14,Bike Indoor,0
16,2023-07-26,Caminhada,0
822,2023-11-07,Bike Indoor,0
358,2023-04-13,Meditação,1
163,2023-06-08,Caminhada,0
610,2024-07-16,Bike Indoor,0
668,2024-01-13,Bike Indoor,0
514,2023-08-12,Bike Indoor,0
350,2023-04-02,Bike Indoor,0
909,2024-10-28,Bike Indoor,0
681,2023-06-25,Bike Indoor,0
464,2023-04-20,Bike Indoor,1
827,2023-06-28,Bike Indoor,0
837,2024-03-28,Bike Indoor,0
375,2023-03-16,Bike Indoor,0
92,2024-08-05,Caminhada,0
181,2024-05-06,Caminhada,0
743,2023-04-13,Caminhada,1
301,2023-02-10,Corrida,0
660,2024-03-10,Crossfit,0
792,2023-11-30,Bike Indoor,0
189,2023-10-07,Caminhada,1
859,2024-06-25,Caminhada,0
862,2024-05-20,Corrida,1
314,2023-08-31,Corrida,0
493,2024-07-17,Caminhada,0
923,2024-07-22,Crossfit,1
922,2023-03-20,Meditação,0
128,2024-03-12,Meditação,0
519,2024-04-05,Crossfit,0
426,2023-07-16,Bike Indoor,0
559,2023-01-31,Crossfit,0
565,2023-01-30,Caminhada,0
187,2023-04-23,Meditação,1
550,2024-10-11,Meditação,0
453,2024-11-14,Meditação,0
471,2024-01-25,Bike Indoor,1
988,2024-10-28,Caminhada,1
738,2023-10-03,Meditação,0
565,2023-08-08,Meditação,0
911,2023-10-03,Crossfit,1
224,2023-01-12,Bike Indoor,0
154,2024-05-07,Bike Indoor,1
560,2024-08-19,Caminhada,1
351,2023-02-18,Meditação,0
147,2024-11-22,Caminhada,0
905,2023-01-10,Caminhada,0
576,2023-09-18,Caminhada,0
349,2023-11-16,Caminhada,1
182,2023-07-05,Bike Indoor,0
637,2023-08-17,Corrida,0
179,2024-10-31,Caminhada,0
39,2023-01-21,Crossfit,0
772,2023-01-16,Caminhada,1
894,2024-04-24,Bike Indoor,0
3,2024-09-18,Bike Indoor,1
64,2023-01-06,Corrida,0
29,2023-10-25,Caminhada,1
372,2023-09-16,Meditação,1
523,2023-02-09,Caminhada,0
97,2023-10-03,Meditação,1
870,2024-06-02,Corrida,0
442,2024-08-27,Crossfit,0
203,2024-05-25,Crossfit,0
411,2023-11-04,Bike Indoor,0
993,2024-06-16,Corrida,0
21,2024-04-24,Meditação,0
551,2024-02-18,Caminhada,0
735,2024-06-06,Crossfit,1
102,2024-04-09,Caminhada,1
46,2024-02-13,Caminhada,0
66,2023-02-19,Caminhada,1
603,2023-02-14,Bike Indoor,0
164,2023-09-28,Bike Indoor,0
971,2023-10-02,Caminhada,0
111,2024-02-27,Crossfit,0
338,2023-02-04,Crossfit,0
123,2024-05-18,Corrida,1
705,2024-05-02,Bike Indoor,0
447,2024-10-14,Crossfit,1
611,2023-05-24,Crossfit,1
291,2023-07-12,Caminhada,1
671,2024-06-30,Meditação,0
412,2023-06-27,Meditação,1
615,2023-11-14,Caminhada,0
897,2024-01-26,Caminhada,1
281,2023-05-31,Meditação,0
43,2024-09-02,Caminhada,0
486,2024-03-22,Caminhada,0
596,2024-06-24,Meditação,0
963,2023-05-30,Crossfit,0
703,2023-07-27,Crossfit,0
51,2023-12-15,Bike Indoor,1
898,2023-09-19,Meditação,0
210,2024-02-17,Meditação,0
126,2023-03-30,Caminhada,0
492,2023-09-15,Caminhada,0
509,2024-05-06,Crossfit,1
960,2024-08-30,Meditação,0
970,2024-07-01,Crossfit,0
581,2023-04-06,Crossfit,0
777,2024-02-08,Caminhada,1
258,2024-03-14,Bike Indoor,0
930,2023-02-06,Meditação,0
188,2024-09-05,Meditação,0
230,2024-04-25,Bike Indoor,0
189,2023-06-29,Corrida,0
415,2023-11-21,Crossfit,0
10,2024-08-04,Corrida,0
114,2024-02-10,Caminhada,1
76,2024-04-13,Caminhada,1
676,2024-09-10,Caminhada,0
502,2023-09-28,Caminhada,1
85,2023-12-20,Meditação,0
49,2024-07-12,Bike Indoor,0
495,2024-04-09,Bike Indoor,0
838,2024-09-11,Corrida,0
689,2023-12-30,Corrida,0
387,2023-03-10,Caminhada,0
970,2023-11-04,Corrida,1
389,2024-02-27,Meditação,0
218,2024-05-28,Meditação,0
701,2023-08-07,Crossfit,0
981,2023-02-14,Caminhada,1
346,2023-08-21,Corrida,0
230,2024-01-02,Bike Indoor,1
255,2023-05-02,Corrida,0
236,2024-05-09,Corrida,0
26,2024-07-30,Bike Indoor,1
584,2023-05-29,Caminhada,0
261,2024-04-20,Caminhada,0
766,2024-08-01,Meditação,1
271,2023-12-16,Caminhada,0
123,2024-07-24,Crossfit,0
656,2023-04-25,Caminhada,0
257,2024-09-19,Corrida,0
656,2023-08-25,Crossfit,1
421,2023-02-16,Caminhada,1
259,2024-09-12,Meditação,0
948,2023-10-01,Meditação,0
47,2023-04-23,Meditação,1
863,2024-06-28,Bike Indoor,0
525,2024-02-03,Caminhada,0
888,2023-10-19,Bike Indoor,0
208,2023-11-12,Meditação,0
311,2023-06-11,Crossfit,1
747,2023-03-31,Crossfit,0
149,2023-02-20,Caminhada,0
834,2024-02-28,Caminhada,0
438,2024-02-10,Crossfit,0
155,2023-05-24,Corrida,0
678,2024-09-07,Meditação,0
90,2024-11-12,Caminhada,1
698,2024-06-11,Caminhada,0
830,2023-05-13,Caminhada,0
358,2024-05-13,Meditação,0
174,2024-01-25,Meditação,1
217,2023-06-19,Bike Indoor,1
907,2024-06-25,Caminhada,0
456,2023-06-09,Caminhada,0
776,2024-10-20,Meditação,1
609,2024-02-16,Corrida,0
629,2024-11-17,Meditação,0
199,2024-08-06,Corrida,0
832,2024-01-19,Bike Indoor,0
486,2024-09-30,Caminhada,0
533,2023-07-04,Caminhada,1
200,2024-10-23,Bike Indoor,1
371,2023-08-02,Bike Indoor,1
959,2023-04-04,Bike Indoor,0
853,2024-07-23,Crossfit,0
448,2023-08-07,Crossfit,0
248,2023-08-07,Caminhada,0
788,2023-01-13,Crossfit,0
264,2024-02-27,Bike Indoor,1
58,2024-02-27,Meditação,1
302,2024-04-30,Bike Indoor,1
31,2024-01-12,Bike Indoor,0
498,2024-10-13,Caminhada,0
249,2024-02-12,Meditação,0
605,2023-04-29,Meditação,1
777,2023-09-28,Meditação,0
271,2023-04-07,Caminhada,1
606,2023-02-16,Caminhada,0
666,2024-10-25,Caminhada,1
394,2023-06-22,Meditação,0
797,2023-12-13,Corrida,0
502,2023-08-25,Caminhada,0
592,2024-06-26,Meditação,1
804,2023-08-01,Meditação,0
84,2023-09-29,Crossfit,0
365,2024-02-11,Caminhada,1
886,2023-03-19,Caminhada,0
549,2024-07-06,Caminhada,0
342,2023-05-26,Corrida,1
839,2023-01-12,Bike Indoor,1
407,2023-08-17,Caminhada,1
425,2024-11-21,Caminhada,0
744,2023-12-07,Caminhada,1
93,2024-11-02,Caminhada,1
848,2023-06-13,Crossfit,0
614,2024-11-10,Meditação,0
412,2024-01-17,Bike Indoor,1
432,2024-08-04,Meditação,0
678,2024-02-26,Bike Indoor,0
159,2024-03-13,Caminhada,1
14,2023-03-04,Meditação,1
373,2023-09-03,Bike Indoor,1
225,2023-02-19,Caminhada,1
505,2023-08-22,Bike Indoor,0
73,2024-06-11,Corrida,0
249,2024-05-30,Caminhada,0
511,2023-10-09,Corrida,0
603,2024-10-30,Caminhada,0
216,2023-08-08,Meditação,1
973,2023-12-14,Bike Indoor,1
602,2023-12-30,Bike Indoor,0
541,2024-07-16,Caminhada,0
947,2023-02-11,Crossfit,1
817,2024-02-27,Corrida,1
939,2023-05-15,Caminhada,0
988,2023-09-16,Corrida,0
220,2023-07-10,Bike Indoor,0
840,2023-09-13,Corrida,0
727,2024-05-08,Caminhada,0
221,2023-03-14,Crossfit,1
389,2023-03-15,Caminhada,0
554,2024-09-26,Corrida,1
647,2024-08-04,Bike Indoor,1
42,2024-02-05,Meditação,0
676,2023-03-20,Caminhada,1
873,2023-09-05,Crossfit,0
283,2023-07-06,Bike Indoor,0
58,2024-10-14,Meditação,0
814,2024-07-09,Meditação,0
834,2024-04-14,Crossfit,0
537,2024-08-01,Meditação,0
73,2024-03-31,Caminhada,0
885,2023-10-03,Corrida,0
923,2023-06-28,Meditação,0
129,2023-05-09,Meditação,0
599,2024-01-14,Caminhada,0
842,2023-04-25,Corrida,1
426,2023-11-18,Caminhada,0
948,2024-01-24,Bike Indoor,1
665,2024-04-08,Corrida,0
694,2023-07-21,Caminhada,0
125,2024-09-20,Crossfit,0
67,2024-06-30,Meditação,0
6,2024-02-13,Bike Indoor,0
637,2024-09-09,Meditação,1
314,2023-06-01,Bike Indoor,1
326,2024-10-14,Caminhada,0
565,2024-02-09,Caminhada,0
578,2024-05-05,Corrida,0
826,2023-06-11,Caminhada,0
506,2023-05-27,Crossfit,0
82,2024-02-16,Caminhada,0
599,2023-09-13,Meditação,1
2,2024-08-25,Crossfit,0
204,2024-01-05,Caminhada,0
662,2024-10-12,Corrida,0
805,2024-11-19,Meditação,0
404,2023-10-18,Meditação,0
103,2023-12-06,Bike Indoor,0
536,2023-03-17,Meditação,0
368,2024-07-22,Meditação,0
212,2024-06-23,Crossfit,0
577,2024-05-19,Meditação,0
961,2023-11-17,Caminhada,1
209,2024-10-23,Crossfit,1
763,2023-11-03,Crossfit,1
897,2023-12-13,Meditação,0
117,2024-01-28,Bike Indoor,0
628,2023-07-18,Bike Indoor,0
749,2024-11-06,Bike Indoor,0
478,2023-07-01,Meditação,0
105,2023-08-28,Corrida,0
495,2023-03-07,Caminhada,0
771,2023-06-20,Bike Indoor,0
46,2024-10-06,Corrida,0
823,2024-08-15,Bike Indoor,0
331,2023-06-14,Corrida,0
216,2023-03-04,Meditação,1
982,2023-12-21,Caminhada,1
960,2023-02-20,Corrida,0
492,2024-08-06,Meditação,0
813,2023-02-12,Crossfit,0
922,2023-11-17,Caminhada,0
845,2023-11-14,Crossfit,1
449,2023-08-04,Bike Indoor,0
536,2023-07-10,Caminhada,0
511,2024-10-31,Meditação,0
458,2024-05-04,Bike Indoor,0
547,2023-03-31,Caminhada,1
536,2024-02-26,Bike Indoor,0
540,2024-05-05,Bike Indoor,1
484,2024-09-07,Caminhada,0
976,2024-07-16,Crossfit,1
1000,2023-09-11,Meditação,0
16,2023-04-17,Caminhada,0
571,2023-10-21,Meditação,0
977,2024-05-25,Bike Indoor,0
243,2023-08-24,Corrida,0
950,2024-05-12,Caminhada,0
207,2023-12-22,Meditação,0
912,2024-09-08,Caminhada,0
271,2023-10-31,Crossfit,0
761,2024-06-15,Meditação,0
994,2024-05-06,Crossfit,1
779,2024-08-06,Meditação,0
705,2023-04-27,Crossfit,0
847,2024-01-02,Bike Indoor,0
730,2024-10-03,Corrida,0
115,2024-04-03,Caminhada,0
580,2023-04-30,Bike Indoor,0
299,2023-08-01,Crossfit,0
837,2023-07-02,Bike Indoor,0
483,2024-10-07,Caminhada,0
397,2023-12-05,Corrida,0
394,2024-04-22,Caminhada,0
75,2024-05-08,Caminhada,0
978,2023-08-19,Meditação,1
482,2023-12-30,Bike Indoor,0
103,2024-03-21,Crossfit,1
297,2024-04-28,Meditação,0
178,2023-09-03,Meditação,1
215,2023-08-13,Bike Indoor,0
967,2023-06-06,Meditação,0
315,2024-09-22,Corrida,0
39,2024-08-28,Corrida,0
259,2023-12-31,Meditação,0
716,2023-07-05,Caminhada,0
7,2024-05-09,Corrida,1
49,2023-07-04,Caminhada,0
538,2024-01-22,Caminhada,0
161,2023-10-07,Caminhada,1
869,2024-04-26,Caminhada,0
176,2023-09-22,Crossfit,1
591,2024-10-31,Bike Indoor,0
2,2023-12-18,Corrida,1
895,2024-08-11,Caminhada,0
455,2023-03-23,Meditação,0
928,2023-06-30,Corrida,0
644,2023-12-08,Crossfit,0
276,2023-07-15,Crossfit,0
498,2023-03-01,Caminhada,0
629,2023-05-31,Crossfit,0
676,2023-03-02,Meditação,0
800,2024-10-08,Bike Indoor,0
28,2024-03-03,Bike Indoor,1
333,2023-11-27,Bike Indoor,0
1,2023-02-08,Crossfit,0
188,2023-09-10,Bike Indoor,0
56,2024-09-09,Caminhada,0
547,2023-08-21,Meditação,0
112,2023-12-20,Bike Indoor,1
798,2023-06-19,Caminhada,1
310,2023-08-05,Meditação,0
36,2023-12-14,Caminhada,1
439,2024-06-09,Meditação,0
729,2024-02-15,Corrida,0
592,2024-06-11,Caminhada,0
826,2024-11-11,Bike Indoor,0
595,2024-06-09,Crossfit,0
577,2023-08-31,Caminhada,0
325,2023-01-08,Corrida,0
640,2023-10-10,Meditação,0
307,2024-09-14,Corrida,0
534,2024-07-05,Caminhada,0
728,2024-08-02,Caminhada,0
619,2024-09-26,Meditação,1
109,2023-06-15,Meditação,1
372,2023-07-22,Crossfit,0
357,2024-10-01,Caminhada,0
181,2023-12-30,Bike Indoor,0
356,2023-06-01,Caminhada,1
676,2024-02-29,Crossfit,1
68,2024-10-19,Crossfit,0
292,2024-07-14,Meditação,1
692,2024-04-13,Caminhada,1
181,2024-02-14,Bike Indoor,0
466,2024-05-29,Caminhada,0
434,2023-09-08,Caminhada,0
464,2023-03-18,Bike Indoor,0
681,2024-02-26,Corrida,0
914,2024-01-20,Corrida,0
534,2024-01-14,Bike Indoor,0
66,2023-08-16,Bike Indoor,1
21,2023-04-28,Corrida,0
612,2023-09-24,Bike Indoor,1
384,2023-08-23,Meditação,1
812,2023-06-17,Corrida,1
615,2024-11-26,Caminhada,0
559,2024-06-05,Caminhada,0
39,2023-12-03,Bike Indoor,0
285,2023-11-23,Caminhada,1
822,2023-12-25,Meditação,1
602,2024-03-23,Meditação,0
597,2024-10-14,Bike Indoor,0
785,2024-06-17,Corrida,0
336,2024-08-26,Caminhada,1
188,2023-04-07,Meditação,0
671,2024-10-14,Caminhada,0
243,2024-07-03,Bike Indoor,1
73,2023-09-13,Crossfit,0
479,2024-03-17,Meditação,1
974,2024-02-13,Caminhada,1
561,2023-03-26,Bike Indoor,0
101,2024-02-21,Bike Indoor,0
514,2024-07-02,Caminhada,0
756,2024-05-16,Meditação,0
176,2024-11-27,Meditação,0
238,2023-04-08,Corrida,1
910,2024-06-25,Crossfit,1
59,2024-05-17,Crossfit,0
865,2024-03-26,Corrida,0
99,2023-07-10,Crossfit,0
954,2023-07-20,Corrida,0
871,2023-11-18,Caminhada,1
954,2023-09-15,Meditação,0
495,2023-06-04,Crossfit,0
947,2024-05-01,Bike Indoor,1
980,2023-08-16,Caminhada,0
514,2024-05-31,Meditação,1
755,2024-10-02,Meditação,1
297,2024-05-25,Caminhada,1
211,2023-03-15,Meditação,1
123,2023-12-31,Bike Indoor,1
229,2023-01-24,Corrida,1
594,2024-04-07,Crossfit,1
656,2024-04-25,Crossfit,1
388,2024-10-19,Corrida,1
140,2023-03-30,Meditação,1
541,2024-06-17,Meditação,0
391,2023-10-27,Caminhada,0
270,2023-02-13,Corrida,0
759,2023-02-06,Caminhada,1
12,2024-06-02,Crossfit,0
867,2024-04-18,Meditação,0
389,2023-10-07,Corrida,0
337,2024-04-05,Meditação,0
506,2023-06-18,Crossfit,1
106,2023-03-11,Caminhada,0
32,2023-08-01,Caminhada,0
74,2024-08-05,Bike Indoor,0
171,2023-03-13,Corrida,0
849,2023-06-29,Bike Indoor,0
69,2023-07-27,Corrida,0
813,2023-06-26,Crossfit,1
362,2023-10-28,Crossfit,0
649,2023-06-03,Meditação,1
433,2023-06-03,Meditação,1
929,2023-01-30,Caminhada,0
996,2023-01-27,Corrida,1
100,2023-08-28,Corrida,0
658,2024-10-05,Crossfit,0
9,2024-11-21,Caminhada,0
574,2023-04-08,Caminhada,1
697,2023-11-22,Corrida,1
29,2023-08-25,Caminhada,0
893,2023-05-18,Crossfit,0
114,2024-09-21,Meditação,1
462,2024-09-09,Meditação,0
921,2024-07-01,Crossfit,0
143,2023-02-15,Caminhada,0
390,2024-09-07,Meditação,0
632,2024-01-25,Corrida,1
682,2023-12-30,Bike Indoor,0
157,2023-12-26,Crossfit,0
335,2024-08-04,Crossfit,1
861,2023-07-26,Caminhada,0
260,2024-08-23,Caminhada,0
82,2024-05-29,Meditação,0
754,2024-01-01,Meditação,0
441,2024-03-13,Meditação,0
945,2023-08-19,Crossfit,0
172,2024-02-27,Caminhada,0
231,2024-04-13,Bike Indoor,0
720,2024-09-21,Caminhada,0
75,2023-11-07,Caminhada,1
270,2024-01-30,Meditação,1
899,2023-04-24,Crossfit,0
626,2023-07-21,Caminhada,0
62,2024-04-07,Bike Indoor,0
874,2024-06-25,Bike Indoor,0
320,2023-12-30,Caminhada,0
102,2023-09-04,Bike Indoor,0
429,2024-08-15,Corrida,1
874,2023-09-03,Bike Indoor,0
722,2023-07-03,Caminhada,1
954,2024-02-17,Bike Indoor,1
255,2023-09-30,Bike Indoor,0
532,2024-06-28,Caminhada,1
570,2024-09-05,Caminhada,1
112,2023-10-04,Caminhada,0
985,2024-09-14,Caminhada,0
313,2024-05-13,Caminhada,0
998,2024-05-04,Meditação,0
461,2023-08-03,Meditação,0
708,2023-04-13,Corrida,0
887,2024-08-12,Bike Indoor,0
462,2023-06-24,Corrida,0
865,2023-02-21,Bike Indoor,1
92,2023-10-24,Caminhada,0
52,2023-06-24,Meditação,1
805,2023-12-09,Crossfit,1
520,2024-08-22,Caminhada,0
812,2023-06-20,Caminhada,0
98,2023-02-06,Meditação,0
236,2024-09-26,Meditação,0
901,2023-07-20,Meditação,0
374,2023-03-05,Caminhada,0
581,2024-04-30,Caminhada,1
927,2024-03-30,Bike Indoor,0
557,2024-11-30,Meditação,1
649,2024-02-13,Bike Indoor,0
234,2023-05-30,Bike Indoor,0
32,2024-05-16,Bike Indoor,1
289,2024-09-27,Caminhada,0
638,2024-07-01,Bike Indoor,0
579,2023-10-05,Caminhada,0
542,2023-02-04,Meditação,0
114,2024-09-16,Bike Indoor,0
204,2023-06-24,Caminhada,0
29,2023-02-02,Caminhada,1
643,2024-02-01,Caminhada,0
474,2023-09-11,Caminhada,0
697,2024-07-21,Meditação,0
253,2023-11-19,Corrida,0
798,2023-01-13,Meditação,1
905,2023-02-19,Meditação,0
922,2023-08-21,Bike Indoor,1
386,2024-06-23,Bike Indoor,1
62,2024-09-07,Corrida,0
515,2023-04-06,Corrida,0
430,2023-12-09,Crossfit,0
580,2023-07-12,Corrida,0
537,2024-05-25,Caminhada,0
691,2024-03-26,Bike Indoor,1
141,2023-05-05,Corrida,0
743,2023-03-22,Bike Indoor,0
300,2023-01-07,Corrida,1
675,2023-11-26,Caminhada,0
311,2023-03-24,Meditação,1
471,2024-06-19,Corrida,0
393,2024-09-17,Meditação,0
642,2024-06-10,Crossfit,1
445,2023-04-23,Caminhada,1
758,2024-03-15,Bike Indoor,0
809,2024-10-18,Corrida,1
172,2023-01-19,Meditação,0
576,2023-01-09,Caminhada,0
31,2023-07-04,Caminhada,0
47,2023-02-07,Corrida,0
130,2023-05-14,Crossfit,0
352,2023-04-12,Caminhada,1
978,2023-05-29,Caminhada,1
845,2023-04-03,Crossfit,1
622,2023-05-20,Crossfit,0
581,2023-10-22,Caminhada,1
58,2024-08-15,Meditação,0
106,2024-06-27,Crossfit,0
812,2023-07-07,Bike Indoor,0
330,2023-05-16,Corrida,0
768,2023-06-15,Meditação,0
824,2024-04-21,Bike Indoor,1
683,2023-05-27,Bike Indoor,1
383,2023-09-02,Corrida,0
985,2023-07-02,Meditação,0
162,2023-01-09,Caminhada,1
997,2024-03-11,Meditação,0
286,2023-06-05,Corrida,0
71,2024-11-18,Meditação,1
767,2023-04-24,Meditação,0
454,2023-06-16,Bike Indoor,0
886,2024-05-02,Caminhada,1
567,2024-03-12,Caminhada,0
835,2023-08-11,Caminhada,0
397,2023-07-10,Bike Indoor,0
515,2024-07-29,Crossfit,0
26,2023-06-22,Crossfit,0
313,2023-09-14,Corrida,0
126,2024-03-25,Meditação,0
408,2024-05-15,Crossfit,1
565,2023-03-18,Caminhada,1
198,2024-09-06,Caminhada,0
811,2023-08-14,Caminhada,0
188,2023-08-14,Meditação,0
698,2024-08-30,Caminhada,0
817,2023-03-17,Caminhada,1
810,2023-02-02,Bike Indoor,0
716,2024-08-16,Meditação,0
484,2023-03-10,Bike Indoor,1
