activity_id,user_id,steps,minutes_meditated,activity_type,date,calories_burned,gym_visit,week
2550,252,19328,7,Caminhada,2024-06-18,136.35,False,25
2551,503,14333,32,Meditação,2024-02-11,24.09,False,6
2552,999,6255,11,Caminhada,2023-08-18,167.5,False,33
2553,119,10907,34,Crossfit,2024-10-08,917.61,True,41
2554,674,16007,33,Caminhada,2023-10-20,75.21,False,42
2555,710,14241,15,Corrida,2024-02-04,652.59,True,5
2556,498,12090,35,Meditação,2023-02-07,37.09,False,6
2557,486,12305,1,Meditação,2023-08-20,32.31,False,33
2558,45,17562,11,Crossfit,2023-06-17,967.92,True,24
2559,314,13065,26,Crossfit,2023-10-12,801.0,True,41
2560,179,12647,55,Bike Indoor,2023-04-13,553.83,True,15
2561,894,8523,16,Corrida,2023-05-25,639.9,True,21
2562,418,6037,19,Meditação,2024-10-21,38.88,False,43
2563,556,527,20,Crossfit,2024-01-01,567.7,True,1
2564,783,18443,29,Meditação,2023-06-02,45.77,False,22
2565,78,9290,41,Crossfit,2024-02-26,521.25,True,9
2566,326,211,19,Caminhada,2023-11-15,210.19,False,46
2567,690,18098,7,Caminhada,2024-09-29,203.87,False,39
2568,357,19072,17,Bike Indoor,2024-04-29,383.25,True,18
2569,416,10522,56,Caminhada,2023-03-24,60.18,False,12
2570,963,19650,17,Caminhada,2024-06-16,84.71,False,24
2571,515,15115,17,Meditação,2023-10-15,20.87,False,41
2572,214,5149,1,Bike Indoor,2024-05-03,652.84,True,18
2573,854,9224,11,Corrida,2023-09-25,742.29,True,39
2574,74,17716,31,Bike Indoor,2024-09-24,325.54,True,39
2575,563,13621,41,Crossfit,2024-09-14,644.63,True,37
2576,579,6820,7,Bike Indoor,2023-03-20,655.73,True,12
2577,509,14761,50,Caminhada,2024-01-11,109.16,False,2
2578,332,10032,9,Caminhada,2024-08-19,298.99,False,34
2579,93,14002,10,Bike Indoor,2024-08-14,402.74,True,33
2580,688,10330,13,Meditação,2023-05-31,39.56,False,22
2581,657,12743,25,Caminhada,2023-01-15,154.26,False,2
2582,519,16827,46,Meditação,2023-04-11,15.45,False,15
2583,269,17310,29,Bike Indoor,2024-01-23,402.06,True,4
2584,376,17006,55,Meditação,2023-02-04,37.0,False,5
2585,834,9671,54,Crossfit,2023-12-17,668.53,True,50
2586,4,19421,41,Crossfit,2023-10-10,802.06,True,41
2587,138,11577,3,Crossfit,2024-09-28,602.77,True,39
2588,231,16617,38,Corrida,2024-11-03,579.43,True,44
2589,600,19075,10,Caminhada,2024-06-08,178.06,False,23
2590,529,10222,23,Bike Indoor,2023-06-14,465.11,True,24
2591,52,386,53,Corrida,2024-03-03,479.17,True,9
2592,646,1634,21,Bike Indoor,2023-09-15,484.62,True,37
2593,723,8110,2,Crossfit,2024-03-18,846.45,True,12
2594,325,4133,36,Meditação,2024-09-17,48.6,False,38
2595,992,9376,57,Bike Indoor,2023-04-30,615.81,True,17
2596,970,5581,1,Caminhada,2023-03-10,90.37,False,10
2597,905,1967,11,Corrida,2023-10-01,509.08,True,39
2598,731,5767,20,Crossfit,2024-07-13,539.41,True,28
2599,717,8753,4,Corrida,2023-11-18,454.26,True,46
2600,723,18383,6,Bike Indoor,2023-12-28,400.27,True,52
2601,277,4901,3,Caminhada,2024-07-23,99.88,False,30
2602,536,10121,42,Caminhada,2024-08-12,103.41,False,33
2603,486,14633,53,Corrida,2024-05-13,492.31,True,20
2604,516,19163,40,Meditação,2023-07-23,22.03,False,29
2605,152,10707,35,Caminhada,2024-05-20,81.4,False,21
2606,955,18061,58,Bike Indoor,2024-09-06,411.13,True,36
2607,483,12333,21,Meditação,2023-04-19,37.54,False,16
2608,259,11938,28,Bike Indoor,2023-09-22,394.56,True,38
2609,324,11548,59,Meditação,2024-01-23,16.87,False,4
2610,869,15115,8,Bike Indoor,2024-02-20,327.08,True,8
2611,168,9843,25,Corrida,2024-07-21,599.99,True,29
2612,688,4177,11,Caminhada,2023-11-08,260.5,False,45
2613,310,7211,47,Meditação,2023-09-09,12.36,False,36
2614,803,7873,0,Meditação,2024-08-06,31.69,False,32
2615,479,3841,7,Corrida,2024-10-14,660.25,True,42
2616,56,6416,32,Meditação,2024-01-23,33.7,False,4
2617,620,10633,51,Meditação,2024-11-22,45.1,False,47
2618,473,4885,50,Bike Indoor,2023-07-22,646.56,True,29
2619,296,594,3,Meditação,2023-04-20,12.29,False,16
2620,461,14393,13,Corrida,2023-03-23,544.38,True,12
2621,324,2612,54,Corrida,2024-08-18,668.33,True,33
2622,814,12288,28,Bike Indoor,2023-07-12,680.98,True,28
2623,846,17880,13,Bike Indoor,2023-05-19,621.87,True,20
2624,141,19939,8,Caminhada,2023-08-09,94.15,False,32
2625,667,4861,8,Bike Indoor,2023-07-08,411.68,True,27
2626,262,4766,25,Crossfit,2023-12-06,881.8,True,49
2627,785,3358,48,Meditação,2024-04-22,28.86,False,17
2628,420,14846,46,Caminhada,2024-02-26,186.83,False,9
2629,744,914,41,Corrida,2023-07-16,643.59,True,28
2630,241,18228,16,Meditação,2024-08-08,14.13,False,32
2631,355,1995,40,Bike Indoor,2023-07-17,642.38,True,29
2632,849,94,3,Caminhada,2023-11-20,265.78,False,47
2633,770,8684,59,Meditação,2023-09-17,28.73,False,37
2634,761,15100,45,Crossfit,2023-07-18,813.42,True,29
2635,589,19453,2,Meditação,2023-05-17,36.4,False,20
2636,180,149,28,Bike Indoor,2023-12-12,375.89,True,50
2637,66,17430,24,Caminhada,2024-05-14,78.15,False,20
2638,820,2803,20,Meditação,2023-06-24,10.83,False,25
2639,348,14466,11,Corrida,2024-05-03,765.15,True,18
2640,171,7276,53,Bike Indoor,2024-04-13,438.29,True,15
2641,474,551,0,Corrida,2023-11-12,434.33,True,45
2642,534,15480,0,Corrida,2024-01-15,586.32,True,3
2643,367,8486,44,Corrida,2024-03-17,430.25,True,11
2644,107,17527,45,Corrida,2023-05-13,434.1,True,19
2645,439,16839,47,Caminhada,2023-01-27,172.22,False,4
2646,835,9745,6,Corrida,2023-09-14,603.53,True,37
2647,227,8360,9,Caminhada,2024-07-16,195.04,False,29
2648,444,12997,14,Caminhada,2024-10-17,214.08,False,42
2649,442,18330,39,Caminhada,2023-12-22,217.07,False,51
2650,396,7310,10,Meditação,2023-08-24,27.32,False,34
2651,728,5817,55,Bike Indoor,2024-11-02,557.41,True,44
2652,581,10568,45,Meditação,2023-12-25,22.19,False,52
2653,84,8070,44,Caminhada,2023-09-28,160.33,False,39
2654,615,1320,22,Meditação,2024-10-27,25.73,False,43
2655,551,6153,12,Meditação,2024-07-02,23.16,False,27
2656,13,6589,26,Crossfit,2024-05-24,619.29,True,21
2657,809,15589,40,Caminhada,2024-03-14,69.61,False,11
2658,825,3607,16,Caminhada,2024-10-03,176.48,False,40
2659,693,10317,49,Caminhada,2024-08-10,184.32,False,32
2660,493,10432,50,Meditação,2024-04-15,23.45,False,16
2661,268,400,12,Bike Indoor,2023-11-07,690.34,True,45
2662,525,16746,11,Meditação,2023-08-05,32.28,False,31
2663,120,3851,28,Meditação,2024-09-02,45.56,False,36
2664,970,19796,20,Meditação,2023-11-08,32.8,False,45
2665,353,10498,19,Meditação,2023-08-18,17.6,False,33
2666,57,84,19,Corrida,2024-09-12,789.85,True,37
2667,40,1824,30,Caminhada,2023-12-06,271.33,False,49
2668,886,12077,7,Crossfit,2024-05-09,735.64,True,19
2669,336,15930,23,Crossfit,2023-06-13,621.53,True,24
2670,640,12549,10,Caminhada,2023-04-26,105.67,False,17
2671,173,10113,38,Corrida,2023-03-12,722.41,True,10
2672,547,15132,32,Crossfit,2023-02-22,534.56,True,8
2673,259,8822,41,Bike Indoor,2024-08-19,555.22,True,34
2674,888,7418,14,Meditação,2023-12-08,35.61,False,49
2675,517,2371,3,Bike Indoor,2024-08-10,372.98,True,32
2676,730,7068,0,Caminhada,2023-11-28,226.23,False,48
2677,523,19684,31,Caminhada,2023-03-20,226.35,False,12
2678,894,11859,10,Crossfit,2023-04-17,675.02,True,16
2679,839,7464,29,Corrida,2023-03-23,593.35,True,12
2680,117,17110,36,Caminhada,2023-07-21,258.19,False,29
2681,184,13548,18,Crossfit,2024-01-27,761.58,True,4
2682,906,7121,50,Crossfit,2023-08-18,809.08,True,33
2683,874,9840,35,Caminhada,2023-01-20,153.19,False,3
2684,116,4312,33,Meditação,2023-11-19,15.98,False,46
2685,162,8000,6,Meditação,2024-04-12,49.92,False,15
2686,579,9461,59,Crossfit,2024-11-20,765.77,True,47
2687,712,318,44,Crossfit,2024-10-13,668.22,True,41
2688,543,15329,19,Caminhada,2023-11-06,228.45,False,45
2689,587,15791,52,Bike Indoor,2024-04-16,548.33,True,16
2690,237,19859,11,Crossfit,2024-08-14,616.45,True,33
2691,839,14372,31,Crossfit,2024-11-24,938.46,True,47
2692,66,15935,1,Caminhada,2023-03-15,67.73,False,11
2693,70,15701,21,Bike Indoor,2024-10-20,542.28,True,42
2694,809,11250,40,Corrida,2024-10-15,591.16,True,42
2695,447,1602,47,Meditação,2024-03-11,22.73,False,11
2696,416,18640,39,Meditação,2024-04-06,43.06,False,14
2697,532,9047,23,Crossfit,2023-05-30,828.14,True,22
2698,441,15234,49,Caminhada,2024-10-05,239.87,False,40
2699,738,7532,30,Corrida,2023-11-11,565.86,True,45
2700,946,7366,3,Meditação,2024-11-04,47.7,False,45
2701,464,2648,23,Caminhada,2023-09-07,136.18,False,36
2702,921,6903,42,Caminhada,2024-10-01,182.76,False,40
2703,396,18242,16,Caminhada,2023-10-01,283.41,False,39
2704,711,17486,39,Caminhada,2024-04-26,70.8,False,17
2705,551,13788,18,Bike Indoor,2023-03-23,343.52,True,12
2706,657,2481,39,Caminhada,2023-08-20,298.55,False,33
2707,557,1820,37,Corrida,2023-01-31,788.56,True,5
2708,395,10271,54,Bike Indoor,2023-03-25,608.68,True,12
2709,326,19542,33,Meditação,2023-02-11,29.37,False,6
2710,893,3684,46,Meditação,2023-09-08,30.24,False,36
2711,919,3651,32,Bike Indoor,2024-05-24,402.89,True,21
2712,91,10431,5,Meditação,2024-01-22,27.31,False,4
2713,750,10131,59,Caminhada,2024-08-19,157.84,False,34
2714,70,4830,50,Corrida,2024-11-25,414.44,True,48
2715,166,7334,35,Meditação,2023-09-23,28.13,False,38
2716,642,14619,12,Caminhada,2024-08-05,169.95,False,32
2717,214,9304,46,Bike Indoor,2023-01-22,566.31,True,3
2718,852,14879,8,Bike Indoor,2024-02-11,506.58,True,6
2719,601,17032,34,Caminhada,2023-03-17,265.42,False,11
2720,335,14585,33,Crossfit,2024-05-01,683.78,True,18
2721,764,16,15,Bike Indoor,2024-11-10,463.89,True,45
2722,369,8308,17,Bike Indoor,2023-12-17,528.59,True,50
2723,861,6476,17,Meditação,2023-08-28,18.11,False,35
2724,584,5942,37,Corrida,2023-02-20,557.4,True,8
2725,677,17929,49,Caminhada,2024-04-20,221.54,False,16
2726,49,2693,42,Bike Indoor,2024-08-17,464.72,True,33
2727,52,15562,31,Meditação,2024-08-24,46.26,False,34
2728,289,6259,6,Crossfit,2024-06-08,807.65,True,23
2729,790,15579,22,Caminhada,2023-06-06,88.44,False,23
2730,626,9468,22,Caminhada,2023-07-18,171.86,False,29
2731,239,19624,45,Crossfit,2024-03-06,882.39,True,10
2732,133,4942,17,Meditação,2024-10-27,35.73,False,43
2733,999,14651,6,Meditação,2023-04-28,45.41,False,17
2734,786,3788,41,Bike Indoor,2024-10-24,599.99,True,43
2735,166,371,39,Crossfit,2023-03-16,530.81,True,11
2736,374,7120,23,Caminhada,2024-01-02,78.13,False,1
2737,373,5702,13,Caminhada,2023-06-27,212.44,False,26
2738,805,8347,49,Corrida,2023-04-18,495.36,True,16
2739,478,2661,4,Bike Indoor,2024-11-19,535.13,True,47
2740,755,6651,45,Meditação,2024-04-23,41.69,False,17
2741,479,4878,53,Crossfit,2024-11-16,788.47,True,46
2742,832,13091,56,Bike Indoor,2023-04-03,466.2,True,14
2743,650,4315,21,Caminhada,2023-04-10,211.57,False,15
2744,591,9965,57,Caminhada,2023-06-30,85.9,False,26
2745,682,8308,21,Meditação,2024-11-01,38.93,False,44
2746,635,6474,9,Corrida,2023-04-06,678.81,True,14
2747,688,1374,25,Caminhada,2023-08-20,178.6,False,33
2748,300,11395,14,Caminhada,2023-09-08,119.7,False,36
2749,82,7393,37,Corrida,2024-08-01,719.03,True,31
2750,87,4403,40,Caminhada,2023-01-19,177.64,False,3
2751,225,3546,41,Bike Indoor,2023-10-14,323.67,True,41
2752,16,3977,54,Caminhada,2023-07-26,279.65,False,30
2753,822,9388,48,Bike Indoor,2023-11-07,607.09,True,45
2754,358,19795,0,Meditação,2023-04-13,33.39,False,15
2755,163,8988,13,Caminhada,2023-06-08,159.21,False,23
2756,610,3892,35,Bike Indoor,2024-07-16,683.96,True,29
2757,668,14008,30,Bike Indoor,2024-01-13,610.01,True,2
2758,514,3249,27,Bike Indoor,2023-08-12,514.0,True,32
2759,350,111,33,Bike Indoor,2023-04-02,561.26,True,13
2760,909,17066,34,Bike Indoor,2024-10-28,412.3,True,44
2761,681,17545,59,Bike Indoor,2023-06-25,378.29,True,25
2762,464,7400,38,Bike Indoor,2023-04-20,409.33,True,16
2763,827,2379,22,Bike Indoor,2023-06-28,417.25,True,26
2764,837,13180,45,Bike Indoor,2024-03-28,595.9,True,13
2765,375,8352,43,Bike Indoor,2023-03-16,356.02,True,11
2766,92,17809,18,Caminhada,2024-08-05,244.4,False,32
2767,181,8469,17,Caminhada,2024-05-06,180.85,False,19
2768,743,9748,14,Caminhada,2023-04-13,146.14,False,15
2769,301,10107,0,Corrida,2023-02-10,520.16,True,6
2770,660,12942,24,Crossfit,2024-03-10,756.6,True,10
2771,792,19491,25,Bike Indoor,2023-11-30,427.01,True,48
2772,189,16686,34,Caminhada,2023-10-07,157.36,False,40
2773,859,4533,56,Caminhada,2024-06-25,234.75,False,26
2774,862,19157,14,Corrida,2024-05-20,650.4,True,21
2775,314,4281,3,Corrida,2023-08-31,699.19,True,35
2776,493,4768,14,Caminhada,2024-07-17,228.24,False,29
2777,923,17384,41,Crossfit,2024-07-22,907.54,True,30
2778,922,12198,37,Meditação,2023-03-20,18.07,False,12
2779,128,18102,44,Meditação,2024-03-12,49.8,False,11
2780,519,7169,38,Crossfit,2024-04-05,737.89,True,14
2781,426,7361,57,Bike Indoor,2023-07-16,587.29,True,28
2782,559,3830,53,Crossfit,2023-01-31,838.88,True,5
2783,565,2882,0,Caminhada,2023-01-30,191.54,False,5
2784,187,998,21,Meditação,2023-04-23,49.83,False,16
2785,550,15942,10,Meditação,2024-10-11,18.69,False,41
2786,453,16668,45,Meditação,2024-11-14,26.87,False,46
2787,471,16246,37,Bike Indoor,2024-01-25,351.09,True,4
2788,988,18544,36,Caminhada,2024-10-28,95.46,False,44
2789,738,3065,50,Meditação,2023-10-03,38.52,False,40
2790,565,10467,25,Meditação,2023-08-08,10.19,False,32
2791,911,17878,50,Crossfit,2023-10-03,944.91,True,40
2792,224,12076,26,Bike Indoor,2023-01-12,553.27,True,2
2793,154,2543,57,Bike Indoor,2024-05-07,476.36,True,19
2794,560,10033,12,Caminhada,2024-08-19,132.84,False,34
2795,351,1401,6,Meditação,2023-02-18,15.05,False,7
2796,147,16829,7,Caminhada,2024-11-22,280.39,False,47
2797,905,4522,45,Caminhada,2023-01-10,228.08,False,2
2798,576,2551,50,Caminhada,2023-09-18,134.1,False,38
2799,349,4816,50,Caminhada,2023-11-16,67.73,False,46
2800,182,19115,22,Bike Indoor,2023-07-05,430.27,True,27
2801,637,7699,25,Corrida,2023-08-17,473.85,True,33
2802,179,2629,43,Caminhada,2024-10-31,246.57,False,44
2803,39,7687,54,Crossfit,2023-01-21,859.8,True,3
2804,772,10156,26,Caminhada,2023-01-16,174.54,False,3
2805,894,17441,8,Bike Indoor,2024-04-24,654.34,True,17
2806,3,6834,45,Bike Indoor,2024-09-18,372.27,True,38
2807,64,18179,37,Corrida,2023-01-06,580.79,True,1
2808,29,4849,46,Caminhada,2023-10-25,227.66,False,43
2809,372,15782,12,Meditação,2023-09-16,12.71,False,37
2810,523,15827,6,Caminhada,2023-02-09,143.17,False,6
2811,97,9431,10,Meditação,2023-10-03,32.87,False,40
2812,870,4150,9,Corrida,2024-06-02,546.72,True,22
2813,442,11289,32,Crossfit,2024-08-27,740.1,True,35
2814,203,9496,38,Crossfit,2024-05-25,804.06,True,21
2815,411,6470,49,Bike Indoor,2023-11-04,447.36,True,44
2816,993,13257,54,Corrida,2024-06-16,442.41,True,24
2817,21,3712,2,Meditação,2024-04-24,15.58,False,17
2818,551,12721,40,Caminhada,2024-02-18,181.75,False,7
2819,735,12495,28,Crossfit,2024-06-06,587.37,True,23
2820,102,12420,36,Caminhada,2024-04-09,272.46,False,15
2821,46,5315,54,Caminhada,2024-02-13,258.55,False,7
2822,66,5381,55,Caminhada,2023-02-19,137.26,False,7
2823,603,9497,44,Bike Indoor,2023-02-14,632.39,True,7
2824,164,19558,15,Bike Indoor,2023-09-28,513.28,True,39
2825,971,13494,15,Caminhada,2023-10-02,89.76,False,40
2826,111,16950,43,Crossfit,2024-02-27,807.11,True,9
2827,338,15752,49,Crossfit,2023-02-04,839.73,True,5
2828,123,4622,42,Corrida,2024-05-18,433.56,True,20
2829,705,4132,48,Bike Indoor,2024-05-02,425.78,True,18
2830,447,8830,6,Crossfit,2024-10-14,502.69,True,42
2831,611,6995,14,Crossfit,2023-05-24,658.21,True,21
2832,291,2670,37,Caminhada,2023-07-12,133.86,False,28
2833,671,9364,5,Meditação,2024-06-30,35.21,False,26
2834,412,18066,17,Meditação,2023-06-27,17.96,False,26
2835,615,10041,18,Caminhada,2023-11-14,57.52,False,46
2836,897,9054,51,Caminhada,2024-01-26,128.91,False,4
2837,281,11637,50,Meditação,2023-05-31,43.02,False,22
2838,43,10757,1,Caminhada,2024-09-02,149.79,False,36
2839,486,8490,2,Caminhada,2024-03-22,153.77,False,12
2840,596,12329,45,Meditação,2024-06-24,28.76,False,26
2841,963,770,53,Crossfit,2023-05-30,875.89,True,22
2842,703,3854,24,Crossfit,2023-07-27,740.01,True,30
2843,51,3118,35,Bike Indoor,2023-12-15,336.51,True,50
2844,898,18516,53,Meditação,2023-09-19,18.26,False,38
2845,210,9901,48,Meditação,2024-02-17,17.52,False,7
2846,126,17374,27,Caminhada,2023-03-30,176.97,False,13
2847,492,17094,37,Caminhada,2023-09-15,57.48,False,37
2848,509,13522,27,Crossfit,2024-05-06,641.81,True,19
2849,960,38,31,Meditação,2024-08-30,34.29,False,35
2850,970,17659,50,Crossfit,2024-07-01,677.33,True,27
2851,581,16002,40,Crossfit,2023-04-06,853.86,True,14
2852,777,4857,35,Caminhada,2024-02-08,147.81,False,6
2853,258,16312,38,Bike Indoor,2024-03-14,691.7,True,11
2854,930,1436,35,Meditação,2023-02-06,48.61,False,6
2855,188,18483,42,Meditação,2024-09-05,41.99,False,36
2856,230,7693,53,Bike Indoor,2024-04-25,681.76,True,17
2857,189,13218,22,Corrida,2023-06-29,481.91,True,26
2858,415,4251,1,Crossfit,2023-11-21,875.46,True,47
2859,10,9305,9,Corrida,2024-08-04,528.66,True,31
2860,114,10590,5,Caminhada,2024-02-10,231.32,False,6
2861,76,19618,7,Caminhada,2024-04-13,143.47,False,15
2862,676,7662,14,Caminhada,2024-09-10,122.36,False,37
2863,502,3123,44,Caminhada,2023-09-28,289.7,False,39
2864,85,17037,28,Meditação,2023-12-20,18.4,False,51
2865,49,4158,27,Bike Indoor,2024-07-12,603.43,True,28
2866,495,8700,21,Bike Indoor,2024-04-09,569.87,True,15
2867,838,10531,33,Corrida,2024-09-11,521.39,True,37
2868,689,9879,19,Corrida,2023-12-30,583.34,True,52
2869,387,5543,32,Caminhada,2023-03-10,85.74,False,10
2870,970,13980,14,Corrida,2023-11-04,768.48,True,44
2871,389,15156,6,Meditação,2024-02-27,48.72,False,9
2872,218,9580,23,Meditação,2024-05-28,39.3,False,22
2873,701,18581,25,Crossfit,2023-08-07,924.71,True,32
2874,981,3911,49,Caminhada,2023-02-14,70.65,False,7
2875,346,13582,9,Corrida,2023-08-21,553.59,True,34
2876,230,11120,14,Bike Indoor,2024-01-02,432.32,True,1
2877,255,5235,36,Corrida,2023-05-02,625.98,True,18
2878,236,4799,58,Corrida,2024-05-09,473.34,True,19
2879,26,14225,23,Bike Indoor,2024-07-30,525.35,True,31
2880,584,16709,10,Caminhada,2023-05-29,213.59,False,22
2881,261,3766,39,Caminhada,2024-04-20,83.09,False,16
2882,766,4111,20,Meditação,2024-08-01,15.27,False,31
2883,271,7015,39,Caminhada,2023-12-16,58.86,False,50
2884,123,6856,37,Crossfit,2024-07-24,880.45,True,30
2885,656,16490,14,Caminhada,2023-04-25,132.75,False,17
2886,257,2426,14,Corrida,2024-09-19,490.17,True,38
2887,656,14497,36,Crossfit,2023-08-25,889.05,True,34
2888,421,18915,44,Caminhada,2023-02-16,85.81,False,7
2889,259,11336,13,Meditação,2024-09-12,27.09,False,37
2890,948,5316,42,Meditação,2023-10-01,39.79,False,39
2891,47,5362,51,Meditação,2023-04-23,32.95,False,16
2892,863,4693,20,Bike Indoor,2024-06-28,521.6,True,26
2893,525,8990,43,Caminhada,2024-02-03,89.37,False,5
2894,888,15133,19,Bike Indoor,2023-10-19,372.37,True,42
2895,208,14178,32,Meditação,2023-11-12,33.3,False,45
2896,311,10629,2,Crossfit,2023-06-11,511.78,True,23
2897,747,18395,39,Crossfit,2023-03-31,934.56,True,13
2898,149,14751,22,Caminhada,2023-02-20,137.62,False,8
2899,834,425,43,Caminhada,2024-02-28,154.15,False,9
2900,438,3044,46,Crossfit,2024-02-10,629.22,True,6
2901,155,11480,22,Corrida,2023-05-24,750.67,True,21
2902,678,11106,26,Meditação,2024-09-07,35.7,False,36
2903,90,6229,34,Caminhada,2024-11-12,162.48,False,46
2904,698,1239,24,Caminhada,2024-06-11,196.33,False,24
2905,830,6566,31,Caminhada,2023-05-13,145.09,False,19
2906,358,19775,21,Meditação,2024-05-13,28.62,False,20
2907,174,4213,7,Meditação,2024-01-25,24.31,False,4
2908,217,3006,55,Bike Indoor,2023-06-19,464.27,True,25
2909,907,7025,50,Caminhada,2024-06-25,128.74,False,26
2910,456,19423,51,Caminhada,2023-06-09,69.41,False,23
2911,776,6558,37,Meditação,2024-10-20,11.49,False,42
2912,609,1184,17,Corrida,2024-02-16,469.64,True,7
2913,629,18968,27,Meditação,2024-11-17,20.07,False,46
2914,199,14430,27,Corrida,2024-08-06,756.19,True,32
2915,832,8102,10,Bike Indoor,2024-01-19,544.5,True,3
2916,486,13869,11,Caminhada,2024-09-30,289.57,False,40
2917,533,7116,54,Caminhada,2023-07-04,134.91,False,27
2918,200,12937,1,Bike Indoor,2024-10-23,460.7,True,43
2919,371,4383,58,Bike Indoor,2023-08-02,587.9,True,31
2920,959,18083,36,Bike Indoor,2023-04-04,531.16,True,14
2921,853,4507,59,Crossfit,2024-07-23,763.94,True,30
2922,448,14735,3,Crossfit,2023-08-07,787.78,True,32
2923,248,16519,40,Caminhada,2023-08-07,196.03,False,32
2924,788,2025,44,Crossfit,2023-01-13,882.87,True,2
2925,264,19919,44,Bike Indoor,2024-02-27,567.23,True,9
2926,58,4854,46,Meditação,2024-02-27,48.29,False,9
2927,302,5367,33,Bike Indoor,2024-04-30,679.19,True,18
2928,31,2890,22,Bike Indoor,2024-01-12,468.77,True,2
2929,498,19141,12,Caminhada,2024-10-13,58.93,False,41
2930,249,3773,6,Meditação,2024-02-12,10.44,False,7
2931,605,15819,31,Meditação,2023-04-29,14.93,False,17
2932,777,1528,22,Meditação,2023-09-28,13.0,False,39
2933,271,11820,48,Caminhada,2023-04-07,143.34,False,14
2934,606,5049,7,Caminhada,2023-02-16,63.22,False,7
2935,666,848,49,Caminhada,2024-10-25,206.23,False,43
2936,394,10119,46,Meditação,2023-06-22,17.61,False,25
2937,797,10357,46,Corrida,2023-12-13,605.59,True,50
2938,502,16167,36,Caminhada,2023-08-25,75.77,False,34
2939,592,12478,33,Meditação,2024-06-26,43.11,False,26
2940,804,2121,47,Meditação,2023-08-01,41.2,False,31
2941,84,12910,28,Crossfit,2023-09-29,693.24,True,39
2942,365,4681,36,Caminhada,2024-02-11,277.65,False,6
2943,886,14755,22,Caminhada,2023-03-19,96.43,False,11
2944,549,472,37,Caminhada,2024-07-06,253.48,False,27
2945,342,18171,28,Corrida,2023-05-26,618.34,True,21
2946,839,113,43,Bike Indoor,2023-01-12,431.83,True,2
2947,407,13690,4,Caminhada,2023-08-17,71.09,False,33
2948,425,6473,51,Caminhada,2024-11-21,92.83,False,47
2949,744,8530,39,Caminhada,2023-12-07,265.72,False,49
2950,93,18669,10,Caminhada,2024-11-02,201.72,False,44
2951,848,1196,13,Crossfit,2023-06-13,618.55,True,24
2952,614,16462,55,Meditação,2024-11-10,29.83,False,45
2953,412,6017,48,Bike Indoor,2024-01-17,343.13,True,3
2954,432,2652,41,Meditação,2024-08-04,13.95,False,31
2955,678,10832,1,Bike Indoor,2024-02-26,663.11,True,9
2956,159,5385,34,Caminhada,2024-03-13,164.46,False,11
2957,14,14708,44,Meditação,2023-03-04,24.46,False,9
2958,373,17211,48,Bike Indoor,2023-09-03,679.63,True,35
2959,225,14571,58,Caminhada,2023-02-19,149.75,False,7
2960,505,11002,34,Bike Indoor,2023-08-22,434.5,True,34
2961,73,3385,41,Corrida,2024-06-11,509.19,True,24
2962,249,1965,27,Caminhada,2024-05-30,191.27,False,22
2963,511,2427,7,Corrida,2023-10-09,623.36,True,41
2964,603,2841,31,Caminhada,2024-10-30,54.05,False,44
2965,216,6563,3,Meditação,2023-08-08,36.16,False,32
2966,973,14387,44,Bike Indoor,2023-12-14,615.32,True,50
2967,602,5840,6,Bike Indoor,2023-12-30,546.39,True,52
2968,541,15154,38,Caminhada,2024-07-16,267.47,False,29
2969,947,14093,47,Crossfit,2023-02-11,638.21,True,6
2970,817,4352,26,Corrida,2024-02-27,476.79,True,9
2971,939,184,36,Caminhada,2023-05-15,224.32,False,20
2972,988,10384,59,Corrida,2023-09-16,475.42,True,37
2973,220,14319,16,Bike Indoor,2023-07-10,336.44,True,28
2974,840,8437,9,Corrida,2023-09-13,438.65,True,37
2975,727,10426,3,Caminhada,2024-05-08,242.1,False,19
2976,221,7504,22,Crossfit,2023-03-14,514.37,True,11
2977,389,18471,13,Caminhada,2023-03-15,122.36,False,11
2978,554,600,4,Corrida,2024-09-26,451.67,True,39
2979,647,7804,1,Bike Indoor,2024-08-04,601.96,True,31
2980,42,13249,45,Meditação,2024-02-05,30.14,False,6
2981,676,5537,23,Caminhada,2023-03-20,101.37,False,12
2982,873,19417,17,Crossfit,2023-09-05,875.21,True,36
2983,283,18440,26,Bike Indoor,2023-07-06,600.15,True,27
2984,58,14685,23,Meditação,2024-10-14,30.92,False,42
2985,814,8724,28,Meditação,2024-07-09,21.03,False,28
2986,834,5084,10,Crossfit,2024-04-14,793.14,True,15
2987,537,2042,47,Meditação,2024-08-01,47.34,False,31
2988,73,16741,17,Caminhada,2024-03-31,62.91,False,13
2989,885,16761,58,Corrida,2023-10-03,506.78,True,40
2990,923,13336,47,Meditação,2023-06-28,21.4,False,26
2991,129,13414,52,Meditação,2023-05-09,35.27,False,19
2992,599,4797,3,Caminhada,2024-01-14,212.79,False,2
2993,842,3307,32,Corrida,2023-04-25,482.53,True,17
2994,426,13721,13,Caminhada,2023-11-18,104.03,False,46
2995,948,2596,43,Bike Indoor,2024-01-24,671.29,True,4
2996,665,17167,55,Corrida,2024-04-08,702.52,True,15
2997,694,18763,41,Caminhada,2023-07-21,283.57,False,29
2998,125,11795,31,Crossfit,2024-09-20,914.83,True,38
2999,67,14984,59,Meditação,2024-06-30,26.08,False,26
